	Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes	source_dataset	collection	tag
5858	20484.fa	22.89	4.49	Neural Network (Specific Model)	11	0.796	2398	222.55823986194997	970422	0.38	1159	450	21467		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5859	20934.fa	6.48	0.11	Neural Network (Specific Model)	11	0.805	2658	209.2142857142857	250354	0.43	322	108	10605		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5860	21042.fa	9.57	0.59	Neural Network (Specific Model)	11	0.799	1718	205.31948881789137	481301	0.32	626	259	17124		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5861	21301.fa	42.84	0.44	Neural Network (Specific Model)	11	0.906	2417	263.48376623376623	804616	0.37	924	364	21205		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5862	21665.fa	9.46	0.0	Neural Network (Specific Model)	11	0.884	1240	195.53649635036496	363078	0.56	548	283	3740		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5863	21948.fa	93.71	1.48	Gradient Boost (General Model)	11	0.911	9474	302.24327052489906	2950131	0.42	2972	457	41502		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5864	22405.fa	54.86	3.52	Neural Network (Specific Model)	11	0.848	2801	243.41073124406455	1811122	0.34	2106	740	17915		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5865	23145.fa	7.15	0.12	Neural Network (Specific Model)	11	0.801	2208	193.20408163265307	424271	0.32	588	204	28772		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5866	23349.fa	9.9	0.05	Neural Network (Specific Model)	11	0.79	4081	214.87979094076653	466204	0.55	574	150	24161		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5867	23499.fa	6.43	0.0	Neural Network (Specific Model)	11	0.708	1664	191.1136363636364	283498	0.42	352	155	23692		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5868	23654.fa	54.75	1.52	Neural Network (Specific Model)	11	0.866	1925	220.63434414668544	2163130	0.42	2836	1174	7001		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5869	24828.fa	14.24	0.59	Neural Network (Specific Model)	11	0.845	4165	203.2778761061947	405843	0.35	565	138	13079		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5870	24966.fa	5.1	0.01	Neural Network (Specific Model)	11	0.821	2193	239.015444015444	225564	0.35	259	109	7141		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5871	25075.fa	8.09	0.0	Neural Network (Specific Model)	11	0.795	1996	225.37160120845925	280831	0.46	331	151	9220		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5872	25226.fa	21.16	0.05	Neural Network (Specific Model)	11	0.891	3584	274.7058279370953	997919	0.35	1081	345	41398		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5873	25571.fa	9.58	0.09	Neural Network (Specific Model)	11	0.768	3004	219.9059829059829	501135	0.44	585	198	15879		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5874	25769.fa	4.17	0.03	Neural Network (Specific Model)	11	0.754	2404	208.492125984252	209961	0.4	254	93	9125		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5875	25862.fa	99.74	0.14	Neural Network (Specific Model)	11	0.818	123140	311.73013871374525	2713880	0.45	2379	71	422413		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5876	25933.fa	24.48	1.52	Neural Network (Specific Model)	11	0.877	1323	215.57695113056164	1008742	0.58	1371	729	9348		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5877	26662.fa	22.73	0.33	Neural Network (Specific Model)	11	0.877	2688	251.0070093457944	733881	0.35	856	312	12229		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5878	2672.fa	75.24	6.72	Neural Network (Specific Model)	11	0.88	2950	250.42527173913044	1882852	0.34	2208	730	11374		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5879	26974.fa	68.73	1.11	Neural Network (Specific Model)	11	0.89	2337	231.4507104795737	1754304	0.38	2252	816	6970		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5880	27790.fa	14.92	0.01	Neural Network (Specific Model)	11	0.847	1969	211.44380403458212	518518	0.34	694	285	9051		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5881	28075.fa	19.46	0.36	Neural Network (Specific Model)	11	0.826	2514	224.10654827968924	732714	0.33	901	321	12186		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5882	28396.fa	96.5	0.47	Neural Network (Specific Model)	11	0.892	47008	278.9544198895028	1356624	0.45	1448	104	203017		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5883	28500.fa	6.02	0.0	Neural Network (Specific Model)	11	0.742	2581	205.27027027027023	337159	0.31	407	149	25140		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5884	28649.fa	8.79	0.17	Neural Network (Specific Model)	11	0.831	3317	191.95054945054943	376656	0.42	546	149	11802		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5885	28798.fa	7.63	0.02	Neural Network (Specific Model)	11	0.746	1640	169.68740031897926	426309	0.34	627	253	5898		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5886	29051.fa	21.47	0.0	Neural Network (Specific Model)	11	0.895	1490	204.13297872340425	384919	0.37	564	261	3890		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5887	29312.fa	8.5	0.05	Neural Network (Specific Model)	11	0.801	2554	235.92090395480227	311891	0.33	354	138	12964		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5888	29450.fa	5.61	0.01	Neural Network (Specific Model)	11	0.761	2941	202.89719626168224	256411	0.32	321	102	12969		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5889	29552.fa	13.87	0.11	Neural Network (Specific Model)	11	0.876	1629	208.871186440678	420816	0.34	590	259	7501		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5890	29811.fa	6.54	0.02	Neural Network (Specific Model)	11	0.835	4322	209.5866454689984	472034	0.36	629	148	36055		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5891	29959.fa	96.78	0.63	Neural Network (Specific Model)	11	0.864	12879	303.8009235505388	2053372	0.34	1949	253	67638		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5892	30212.fa	8.86	0.02	Neural Network (Specific Model)	11	0.736	2896	189.7239057239057	457661	0.32	594	187	15151		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5893	30399.fa	9.3	0.0	Neural Network (Specific Model)	11	0.747	3054	204.21189591078067	220124	0.41	269	87	17064		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5894	30486.fa	78.59	1.1	Neural Network (Specific Model)	11	0.902	17196	302.9880999603332	2538100	0.36	2521	238	51499		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5895	30724.fa	6.9	0.02	Neural Network (Specific Model)	11	0.849	17081	260.51119402985074	246175	0.35	268	44	38182		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5896	30768.fa	69.97	2.66	Gradient Boost (General Model)	11	0.881	2542	240.3911935953421	2245004	0.43	2748	972	10556		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5897	31740.fa	54.89	1.36	Neural Network (Specific Model)	11	0.881	140198	298.53523809523807	2130062	0.38	2100	45	285762		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5898	31785.fa	9.49	0.07	Neural Network (Specific Model)	11	0.754	2277	194.1367013372957	518890	0.36	673	242	17906		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5899	32027.fa	6.3	0.14	Neural Network (Specific Model)	11	0.734	4825	221.9067796610169	320349	0.41	354	90	38946		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5900	32117.fa	18.92	0.06	Neural Network (Specific Model)	11	0.846	1281	190.7205692108668	521020	0.35	773	376	11157		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5901	32493.fa	8.68	0.1	Neural Network (Specific Model)	11	0.849	3788	164.9875	324140	0.37	560	118	12505		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5902	32611.fa	2.65	0.0	Neural Network (Specific Model)	11	0.157	1740	74.57276995305165	299468	0.24	213	169	8530		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5903	32780.fa	9.91	0.02	Neural Network (Specific Model)	11	0.866	2023	215.98615916955015	430990	0.38	578	223	6925		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5904	33003.fa	13.65	0.16	Neural Network (Specific Model)	11	0.892	5027	289.9387483355526	730857	0.35	751	194	41429		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5905	33197.fa	6.5	0.16	Neural Network (Specific Model)	11	0.868	2191	209.0506329113924	284554	0.37	395	144	5986		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5906	33341.fa	92.56	0.51	Neural Network (Specific Model)	11	0.86	74475	320.61647915287887	3374299	0.39	3022	62	206860		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5907	33403.fa	11.9	0.6	Neural Network (Specific Model)	11	0.873	114470	313.9492957746479	382844	0.33	355	7	143859		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5908	33410.fa	99.93	0.51	Neural Network (Specific Model)	11	0.897	23593	288.6665507649513	2772867	0.31	2876	196	105510		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5909	33606.fa	19.18	0.0	Neural Network (Specific Model)	11	0.901	498380	332.33259423503324	498380	0.38	451	1	498380		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5910	33607.fa	12.27	0.03	Neural Network (Specific Model)	11	0.81	2303	207.3284046692607	984510	0.38	1285	471	11892		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5911	3402.fa	9.37	0.5	Neural Network (Specific Model)	11	0.7	1601	189.39957716701903	382696	0.43	473	229	8788		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5912	34078.fa	10.49	0.02	Neural Network (Specific Model)	11	0.882	513259	294.87134502923976	513259	0.38	513	1	513259		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5913	34079.fa	5.63	0.02	Neural Network (Specific Model)	11	0.865	136199	297.13615023474176	219276	0.35	213	5	136199		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5914	34084.fa	10.98	0.0	Neural Network (Specific Model)	11	0.835	331866	306.21523178807945	331866	0.38	302	1	331866		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5915	34085.fa	5.05	0.01	Neural Network (Specific Model)	11	0.873	154397	262.47767857142856	201811	0.39	224	5	154397		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5916	34090.fa	17.75	0.04	Neural Network (Specific Model)	11	0.907	489502	337.4031890660592	489502	0.38	439	1	489502		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5917	3631.fa	26.5	0.19	Neural Network (Specific Model)	11	0.782	3428	218.9945355191257	921016	0.38	1098	345	16927		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5918	3976.fa	23.85	0.14	Neural Network (Specific Model)	11	0.887	1338	197.3438566552901	780499	0.52	1172	564	3779		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5919	4540.fa	12.18	0.08	Neural Network (Specific Model)	11	0.782	1637	205.49374130737132	565687	0.4	719	339	9806		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5920	4879.fa	38.94	3.73	Gradient Boost (General Model)	11	0.893	1734	240.02722772277227	1301370	0.6	1616	758	6976		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5921	5637.fa	83.33	6.48	Neural Network (Specific Model)	11	0.891	3581	280.144625773776	1673519	0.6	1777	571	15009		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5922	609.fa	36.44	4.04	Neural Network (Specific Model)	11	0.781	2364	223.93286445012788	1341938	0.44	1564	624	14956		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5923	6208.fa	50.52	0.62	Gradient Boost (General Model)	11	0.881	1864	207.70880741677203	1673760	0.32	2373	938	8736		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5924	7146.fa	47.58	7.8	Neural Network (Specific Model)	11	0.807	2111	225.15100316789864	1582882	0.45	1894	791	12129		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5925	7937.fa	85.75	9.77	Neural Network (Specific Model)	11	0.895	3463	246.38119059529765	1647882	0.36	1999	580	17431		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5926	8517.fa	33.15	3.37	Neural Network (Specific Model)	11	0.837	1971	217.58295142071492	849548	0.45	1091	452	7362		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5927	8969.fa	59.77	5.33	Neural Network (Specific Model)	11	0.883	2580	243.95803842264917	1638234	0.34	1978	700	16061		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5928	9669.fa	69.88	4.98	Gradient Boost (General Model)	11	0.851	2041	227.3862745098039	1632361	0.42	2040	831	24796		SRR24759600	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5929	0.fa	22.25	0.91	Neural Network (Specific Model)	11	0.772	1644	204.22569832402235	708734	0.44	895	428	16376		SRR24759601	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5930	10407.fa	49.35	2.02	Neural Network (Specific Model)	11	0.893	1836	215.93914807302232	1070342	0.36	1479	602	9879		SRR24759601	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5931	1056.fa	3.01	0.0	Neural Network (Specific Model)	11	0.21	1930	76.56521739130434	271536	0.25	253	134	19089		SRR24759601	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5932	11009.fa	40.83	1.87	Gradient Boost (General Model)	11	0.821	2273	229.0626999360205	1305707	0.41	1563	609	18791		SRR24759601	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5933	11618.fa	57.31	4.04	Neural Network (Specific Model)	11	0.868	6147	279.50365965233306	2107748	0.39	2186	440	17618		SRR24759601	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5934	1190.fa	14.36	0.17	Neural Network (Specific Model)	11	0.806	2111	214.22957746478872	564581	0.44	710	282	11855		SRR24759601	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5935	12058.fa	9.07	0.0	Neural Network (Specific Model)	11	0.751	1507	193.9481707317073	253477	0.44	328	161	5332		SRR24759601	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5936	12219.fa	15.08	0.56	Neural Network (Specific Model)	11	0.862	1545	207.24189814814812	621977	0.35	864	398	8857		SRR24759601	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5937	12617.fa	11.44	0.02	Neural Network (Specific Model)	11	0.821	1261	196.29691211401425	301405	0.4	421	225	2918		SRR24759601	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5938	12842.fa	8.47	0.17	Neural Network (Specific Model)	11	0.811	2144	222.74242424242425	217108	0.45	264	111	5733		SRR24759601	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5939	12953.fa	7.8	0.03	Neural Network (Specific Model)	11	0.77	2074	207.1259842519685	204649	0.45	254	104	5249		SRR24759601	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5940	13057.fa	6.86	0.08	Neural Network (Specific Model)	11	0.835	3581	196.86177105831533	325713	0.36	463	120	26945		SRR24759601	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5941	13177.fa	8.69	0.07	Neural Network (Specific Model)	11	0.895	20038	236.12935323383084	317377	0.38	402	54	43653		SRR24759601	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
5942	13231.fa	76.7	8.46	Neural Network (Specific Model)	11	0.89	2935	240.3752405388069	1261757	0.37	1559	493	13982		SRR24759601	checkm2 on collection 4799: Quality report	comebin-multi-sample-binning
